,id,Words,CER
3720,1067,خاور,0.783
3721,3224,هفت,0.783
3722,266,صحبت,0.783
3723,3116,محو,0.783
3724,1012,قمقمه,0.787
3725,2914,طابع,0.788
3726,3055,گذشت,0.788
3727,3700,سکسکه,0.788
3728,1627,پختم,0.788
3729,3111,مجوز,0.788
3730,603,عطر,0.789
3731,309,عقب,0.789
3732,561,شکم,0.789
3733,197,اثر,0.789
3734,2588,آب شش,0.789
3735,3144,موسسه,0.79
3736,1188,بگذر,0.792
3737,3741,عاقد,0.792
3738,375,متمم,0.792
3739,387,تجربی,0.793
3740,846,نرگس,0.794
3741,3663,رها,0.796
3742,2764,ذره,0.796
3743,3128,مسواک,0.8
3744,899,ساعد,0.8
3745,2917,طبابت,0.8
3746,2843,سطح,0.8
3747,2851,سند,0.8
3748,535,آینه,0.8
3749,1540,بکشد,0.8
3750,1362,بنویسد,0.8
3751,488,غلیظ,0.8
3752,348,جدول,0.8
3753,964,عصب,0.8
3754,1035,طاقچه,0.8
3755,3894,دلقک,0.8
3756,3945,ظن,0.8
3757,3941,صیاد ,0.8
3758,3729,ضبط ,0.806
3759,893,تراژدی,0.806
3760,418,تشریح,0.807
3761,366,ساحل,0.808
3762,1000,جغد,0.811
3763,536,ابر,0.811
3764,3351,جعبه,0.812
3765,405,مؤسسه,0.813
3766,3653,ربع,0.815
3767,2641,برس,0.815
3768,3462,عصر,0.817
3769,3792,گذر,0.817
3770,2950,عرف,0.817
3771,2827,ژله,0.817
3772,3260,وطن,0.817
3773,425,خنثی,0.817
3774,1081,حسن,0.817
3775,143,عملا,0.818
3776,3753,غضب ,0.819
3777,2614,اساس,0.819
3778,280,تصادف,0.82
3779,979,ذرت,0.822
3780,1076,کات,0.822
3781,825,ژله,0.825
3782,3432,سگ,0.825
3783,3359,حل,0.825
3784,2937,عاشق,0.825
3785,3527,وسیع,0.825
3786,325,نکته,0.825
3787,760,فاضلاب,0.825
3788,4008,واگن,0.825
3789,3246,وحدت,0.825
3790,3268,یلدا,0.825
3791,361,دوچرخه,0.828
3792,935,دماسنج,0.828
3793,3135,مگس,0.833
3794,371,قایق,0.833
3795,618,آب پز,0.833
3796,2926,طلا,0.833
3797,304,سکه,0.833
3798,3734,طراوت ,0.833
3799,2231,می روم,0.833
3800,2961,علف,0.833
3801,732,رعایت,0.833
3802,712,لج,0.833
3803,723,تست,0.833
3804,101,خرج,0.833
3805,1486,کرد,0.833
3806,2789,رشد,0.833
3807,2584,بدود,0.837
3808,840,آب‌شش,0.84
3809,724,تکامل,0.85
3810,670,گل,0.85
3811,3944,طلسم ,0.85
3812,2835,سراسر,0.85
3813,2955,عضله,0.85
3814,880,اصطکاک,0.85
3815,800,ذکر,0.85
3816,3223,هرس,0.85
3817,2928,طلسم,0.85
3818,704,قضاوت,0.853
3819,3840,معاوضه,0.858
3820,3838,مشاوره,0.858
3821,684,تهمت,0.858
3822,3946,عارف ,0.86
3823,1510,بکند,0.863
3824,315,کهنه,0.863
3825,806,قناعت,0.865
3826,559,شک,0.867
3827,382,براق,0.867
3828,2911,ضبط,0.867
3829,111,غصه,0.867
3830,267,شنا,0.867
3831,462,رفع,0.867
3832,599,عاقل,0.867
3833,3878,آب نما,0.867
3834,785,طعنه,0.869
3835,2590,آب نما,0.87
3836,1065,جبهه,0.875
3837,3341,تقلب,0.875
3838,4,بد,0.875
3839,3053,گذرا,0.875
3840,3797,گره ,0.875
3841,4012,وجه ,0.875
3842,2765,ذکاوت,0.878
3843,308,عدد,0.878
3844,2975,غلطک,0.887
3845,1865,آورد,0.887
3846,2274,شد,0.889
3847,108,طرف,0.889
3848,3590,ثواب,0.889
3849,951,آب نما,0.889
3850,3735,طلا ,0.889
3851,2936,عارضه,0.89
3852,2967,عوامل,0.89
3853,472,لجوج,0.892
3854,864,اژدها,0.895
3855,3959,قلعه,0.9
3856,738,شناور,0.9
3857,8,حرف,0.9
3858,3272,بله,0.9
3859,195,ذاتا,0.9
3860,3926,سمعک,0.9
3861,2960,علاقه,0.9
3862,2905,صحن,0.9
3863,2237,بروی,0.903
3864,513,نوسان,0.907
3865,852,تقوا,0.908
3866,2910,صیاد,0.913
3867,3077,گوزن,0.913
3868,3802,گندم,0.913
3869,3402,ربط,0.917
3870,3052,گذر,0.917
3871,3234,هنر,0.917
3872,2924,طعم,0.917
3873,520,رایحه,0.92
3874,3360,حوصله,0.92
3875,700,عضلات,0.92
3876,1063,ثمر,0.922
3877,3483,قصد ,0.925
3878,3464,علت ,0.925
3879,422,چکمه,0.925
3880,571,قاشق,0.925
3881,756,سطل,0.925
3882,2795,رقص,0.926
3883,784,طاقت,0.931
3884,1074,رصد,0.933
3885,2913,ضعف,0.933
3886,3369,داغ,0.933
3887,242,آب,0.933
3888,2974,غلط,0.933
3889,788,کتف,0.933
3890,789,لات,0.933
3891,109,عادت,0.933
3892,653,غم,0.933
3893,297,رقص,0.933
3894,3258,وصف,0.933
3895,3194,نژاد,0.938
3896,3812,لغت ,0.938
3897,2852,سواد,0.938
3898,550,آشپز,0.942
3899,3643,ذکاوت,0.944
3900,392,حقیقت,0.947
3901,2846,سقط,0.95
3902,138,هوا,0.95
3903,4010,وجب,0.95
3904,3800,گلایه ,0.95
3905,837,پی,0.95
3906,50,پسر,0.956
3907,3642,ذات ,0.958
3908,3348,تنفر,0.962
3909,3733,طب ,0.963
3910,894,جمجمه,0.965
3911,3254,ورق,0.967
3912,3470,غلط,0.967
3913,620,آهنگساز,0.967
3914,474,هنر,0.967
3915,765,کچل,0.967
3916,3281,آذر,0.967
3917,601,عشق,0.967
3918,1528,کشته,0.975
3919,142,عکس,0.979
3920,449,تجویز,0.98
3921,779,ذائقه,0.98
3922,3977,گوزن ,0.98
3923,2660,پفک,0.981
3924,484,رقیق,0.983
3925,542,سگ,0.983
3926,417,پنبه,0.983
3927,3463,عضو,0.983
3928,2240,بروید,0.989
3929,2684,تناقص,0.989
3930,2980,غواصی,0.99
3931,3746,عزت,1
3932,2906,صدا,1
3933,3051,گپ,1
3934,2909,صنعت,1
3935,294,رد,1
3936,3269,آب,1
3937,351,خاک,1.011
3938,3997,نبوت,1.013
3939,3911,رقاص,1.013
3940,349,جراح,1.017
3941,3069,گلمژه,1.02
3942,3465,علم ,1.025
3943,2921,طراح,1.025
3944,946,چکش,1.033
3945,3951,عفو,1.033
3946,2894,شلغم,1.038
3947,2945,عبرت,1.038
3948,3940,صدف ,1.038
3949,3867,واژه ,1.04
3950,475,هیکل,1.042
3951,569,عطسه,1.042
3952,364,رتبه,1.042
3953,69,سخت,1.044
3954,72,صد,1.05
3955,2791,رطب,1.056
3956,54,بله,1.056
3957,2903,صاعقه,1.06
3958,530,آسمان,1.06
3959,2925,طعمه,1.062
3960,3350,توقع,1.062
3961,27,آخر,1.067
3962,637,رقم,1.067
3963,3601,جیغ,1.074
3964,2445,دادم,1.075
3965,1015,کاخ,1.078
3966,44,باعث,1.083
3967,630,حراج,1.092
3968,3721,شعاع,1.097
3969,2238,برود,1.097
3970,368,طرح,1.1
3971,682,تسلط,1.1
3972,153,وسط,1.115
3973,1042,قصاص,1.117
3974,622,اثاث,1.133
3975,3992,مگس ,1.138
3976,572,کاغد,1.142
3977,2623,الکل,1.153
3978,187,عوارض,1.153
3979,434,کفش,1.156
3980,57,حفظ,1.156
3981,3757,غواصی,1.156
3982,565,طعم,1.167
3983,2953,عزت,1.167
3984,2690,ثریا,1.167
3985,177,عضو,1.167
3986,2673,تحسین,1.168
3987,237,غلظت,1.192
3988,26,ضد,1.2
3989,485,روابط,1.2
3990,3235,هوا,1.2
3991,926,زکات,1.217
3992,258,جمعه,1.217
3993,2236,بروم,1.222
3994,1062,ثریا,1.225
3995,3524,هوا,1.233
3996,1021,قصر,1.233
3997,978,حج,1.233
3998,3352,جمعه,1.263
3999,3304,اکسیژن,1.283
4000,534,آهن,1.289
4001,451,تطابق,1.34
4002,2708,حج,1.361
4003,251,تخت,1.378
4004,470,لاستیک,1.378
4005,394,خبر,1.414
4006,285,داغ,1.433
4007,3279,آب و هوا,1.45
4008,210,انصراف,1.461
4009,1072,رژه,1.467
4010,685,توقع,1.483
4011,480,ثروت,1.517
4012,582,حسن,1.544
4013,3278,صبح,1.55
4014,452,حادثه,1.68
4015,421,توکل,1.883
4016,278,پیاز,1.925
4017,1869,آورده ام,2.131
