,برچسب فولدر,words,Finglish,phonetic,phonetic-separated
397,398,رسالت,resalat,resɑlat,r-e-s-ɑ-l-a-t
398,399,صوت,soot,soːt,s-oː-t
399,400,فاکتور,faktoor,fɑktor,f-ɑ-k-t-o-r
400,401,قافیه,ghafie,q1ɑfije,q-1-ɑ-f-i-j-e
401,402,قطار,ghatar,q1atɑr,q-1-a-t-ɑ-r
402,403,کارآموزی,karamoozi,kɑrɑmuzi,k-ɑ-r-ɑ-m-u-z-i
403,404,کلید,kelid,kelid,k-e-l-i-d
404,405,مؤسسه,moasese,moʔasseseː,m-o-ʔ-a-s-s-e-s-eː
405,406,متخصص,motekhases,motexasses,m-o-t-e-x-a-s-s-e-s
406,407,محترمانه,mohtaramane,mohtaramɑneː,m-o-h-t-a-r-a-m-ɑ-n-eː
407,408,نرم افزار,narm afazar,narm afzɑr,n-a-r-m_a-f-z-ɑ-r
408,409,ویتامین,vitamin,vitɑmin,v-i-t-ɑ-m-i-n
409,410,هدف,hadaf,hadaf,h-a-d-a-f
410,411,هوشمند,hooshmand,huʃmand,h-u-ʃ-m-a-n-d
411,412,آگهی,agahi,ɑɡahi,ɑ-ɡ-a-h-i
412,413,اسهال,eshal,eshɑl,e-s-h-ɑ-l
413,414,انفجار,enfejar,enfedʒɑr,e-n-f-e-dʒ-ɑ-r
414,415,بورس,boors,burs,b-u-r-s
415,416,برنامه ریزی,barname rizi,barnɑmeː rizi,b-a-r-n-ɑ-m-eː_r-i-z-i
416,417,پنبه,panbe,panbeː,p-a-n-b-eː
417,418,تشریح,tashrih,taʃrih,t-a-ʃ-r-i-h
418,419,تقویم,taghvim,taq1vim,t-a-q-1-v-i-m
419,420,تکمیل,takmil,takmil,t-a-k-m-i-l
420,421,توکل,tavakol,tavakkol,t-a-v-a-k-k-o-l
421,422,چکمه,chakme,tʃakmeː,tʃ-a-k-m-eː
422,423,حمله,hamle,hamleː,h-a-m-l-eː
423,424,خصوصا,khososan,xosusan,x-o-s-u-s-a-n
424,425,خنثی,khonsa,xonsɑ,x-o-n-s-ɑ
425,426,داستان,dastan,dɑstɑn,d-ɑ-s-t-ɑ-n
426,427,درآمد,daramad,darɑmad,d-a-r-ɑ-m-a-d
427,428,دروغگو,doroghgo,doruːq1ɡu,d-o-r-uː-q-1-ɡ-u
428,429,زلزله,zelzele,zelzeleː,z-e-l-z-e-l-eː
429,430,فایل,fayl,fɑjl,f-ɑ-j-l
430,431,فیزیک,fizik,fizik,f-i-z-i-k
431,432,قیمتی,gheymati,q1ejmati,q-1-e-j-m-a-t-i
432,433,کارشناسی,karshenasi,kɑrʃenɑsi,k-ɑ-r-ʃ-e-n-ɑ-s-i
433,434,کفش,kafsh,kafʃ,k-a-f-ʃ
434,435,گرما,garma,ɡarmɑ,ɡ-a-r-m-ɑ
435,436,گوینده,gooyande,ɡuːjande,ɡ-uː-j-a-n-d-e
436,437,ماهر,maaher,mɑher,m-ɑ-h-e-r
437,438,نتیجه,natije,natidʒeː,n-a-t-i-dʒ-eː
438,439,نصب,nasb,nasb,n-a-s-b
439,440,نقص,naghs,naq1s,n-a-q-1-s
440,441,نور,noor,nur,n-u-r
441,442,همسایه,hamsaye,hamsɑje,h-a-m-s-ɑ-j-e
442,443,آتش سوزی,atash soozi,ɑtaʃ suːzi,ɑ-t-a-ʃ_s-uː-z-i
443,444,احتیاط,ehtiat,ehtijɑt,e-h-t-i-j-ɑ-t
444,445,اطمینان,etmeenan,etminɑn,e-t-m-i-n-ɑ-n
445,446,بازداشتگاه,bazdashtgah,bɑzdɑʃtɡɑh,b-ɑ-z-d-ɑ-ʃ-t-ɡ-ɑ-h
446,447,بازه,baaze,bɑzeː,b-ɑ-z-eː
447,448,پماد,pomad,pomɑd,p-o-m-ɑ-d
448,449,تجویز,tajviz,tadʒviz,t-a-dʒ-v-i-z
449,450,ترشح,tarashoh,taraʃʃoh,t-a-r-a-ʃ-ʃ-o-h
450,451,تطابق,tataabogh,tatɑboq1,t-a-t-ɑ-b-o-q-1
451,452,حادثه,hadese,hɑdeseː,h-ɑ-d-e-s-eː
452,453,خاص,khas ,xɑs,x-ɑ-s
453,454,خفیف,khafif,xafif,x-a-f-i-f
454,455,خون,khoon,xuːn,x-uː-n
455,456,داور,davar,dɑvar,d-ɑ-v-a-r
456,457,درمانگاه,darmangah,darmɑnɡɑh,d-a-r-m-ɑ-n-ɡ-ɑ-h
457,458,دستبند,dastband,dastband,d-a-s-t-b-a-n-d
458,459,دقت,deghat,deq1q1at,d-e-q-1-q-1-a-t
459,460,دندان,dandan,dandɑn,d-a-n-d-ɑ-n
460,461,ذهن,zehn,zehn,z-e-h-n
461,462,رفع,raf,rafʔ,r-a-f-ʔ
462,463,روانپزشک,ravaanpezeshk,ravɑnpezeʃk,r-a-v-ɑ-n-p-e-z-e-ʃ-k
463,464,روزنامه,roozname,ruːznɑmeː,r-uː-z-n-ɑ-m-eː
464,465,ضبط کردن,zabt kardan,zabt kardan,z-a-b-t_k-a-r-d-a-n
465,466,عمدتا,omdatan,omdatan,o-m-d-a-t-a-n
466,467,کلاهبرداری,kolahbardari,kolɑhbardɑri,k-o-l-ɑ-h-b-a-r-d-ɑ-r-i
467,468,کوچکترین,kochektarin,kuːtʃaktarin,k-uː-tʃ-a-k-t-a-r-i-n
468,469,گواهی,govahi,ɡavɑhi,ɡ-a-v-ɑ-h-i
469,470,لاستیک,lastik,lɑstik,l-ɑ-s-t-i-k
470,471,لثه,lase,laseː,l-a-s-eː
471,472,لجوج,lajoj,ladʒudʒ,l-a-dʒ-u-dʒ
472,473,مشورت,mashverat,maʃverat,m-a-ʃ-v-e-r-a-t
473,474,هنر,honar,honar,h-o-n-a-r
474,475,هیکل,heykal,hejkal,h-e-j-k-a-l
475,476,یادگاری,yadegari,jɑdɡɑri,j-ɑ-d-ɡ-ɑ-r-i
476,477,استقلال,esteghlal,esteq1lɑl,e-s-t-e-q-1-l-ɑ-l
477,478,برتری,bartari,bartari,b-a-r-t-a-r-i
478,479,بیمه,bime,bimeː,b-i-m-eː
479,480,ثروت,servat,servat,s-e-r-v-a-t
480,481,حریم,harim,harim,h-a-r-i-m
481,482,خدمتکار,khedmatkar,xedmatkɑr,x-e-d-m-a-t-k-ɑ-r
482,483,خسارت,khesarat,xesɑrat,x-e-s-ɑ-r-a-t
483,484,رقیق,raghigh,raq1iq1,r-a-q-1-i-q-1
484,485,روابط,ravaabet,ravɑbet,r-a-v-ɑ-b-e-t
485,486,سبد,sabad,sabad,s-a-b-a-d
486,487,غریب,gharib,q1arib,q-1-a-r-i-b
487,488,غلیظ,ghaliz,q1aliz,q-1-a-l-i-z
488,489,فنی,fani,fani,f-a-n-i
489,490,گزینه,gozine,ɡozineː,ɡ-o-z-i-n-eː
490,491,کارآفرین,karafarin,kɑrɑfarin,k-ɑ-r-ɑ-f-a-r-i-n
491,492,مار,maar,mɑr,m-ɑ-r
492,493,نسخه,noskhe,nosxeː,n-o-s-x-eː
493,494,نیازمندی,niazmandi,nijɑzmandi,n-i-j-ɑ-z-m-a-n-d-i
494,495,ثروتمند,servatmand,servatmand,s-e-r-v-a-t-m-a-n-d
495,496,جاسوس,jaasoos,dʒɑsuːs,dʒ-ɑ-s-uː-s
496,497,چشم پزشک,cheshm pezeshk,tʃeʃm pezeʃk,tʃ-e-ʃ-m_p-e-z-e-ʃ-k
497,498,خرابکار,kharabkaar,xarɑbkɑr,x-a-r-ɑ-b-k-ɑ-r
498,499,خردمند,kheradmand,xeradmand,x-e-r-a-d-m-a-n-d
499,500,رفاه,refaah,refɑh,r-e-f-ɑ-h
500,501,روح,rooh,ruːh,r-uː-h
501,502,رونق,ronagh,roːnaq1,r-oː-n-a-q-1
502,503,ریه,rie,rijeː,r-i-j-eː
503,504,سالخورده,salkhorde,sɑlxorde,s-ɑ-l-x-o-r-d-e
504,505,ضربان,zarabaan,zarabɑn,z-a-r-a-b-ɑ-n
505,506,غالب,ghaleb,q1ɑleb,q-1-ɑ-l-e-b
506,507,فرمانده,farmnade,farmɑndeh,f-a-r-m-ɑ-n-d-e-h
507,508,قحطی,ghahti,q1ahti,q-1-a-h-t-i
508,509,کاپیتان,kapitan,kɑpitɑn,k-ɑ-p-i-t-ɑ-n
509,510,گناهکار,gonahkar,ɡonɑːhkɑr,ɡ-o-n-ɑː-h-k-ɑ-r
510,511,لبریز,labriz,labriz,l-a-b-r-i-z
511,512,مالکیت,malekiat,mɑlekiːjat,m-ɑ-l-e-k-iː-j-a-t
512,513,نوسان,navasan,navasɑn,n-a-v-a-s-ɑ-n
513,514,هوادار,havadar,havɑdɑr,h-a-v-ɑ-d-ɑ-r
514,515,ازدحام,ezdeham,ezdehɑm,e-z-d-e-h-ɑ-m
515,516,حسگر,hesgar,hesɡar,h-e-s-ɡ-a-r
516,517,دیجیتال,digital,didʒitɑl,d-i-dʒ-i-t-ɑ-l
517,518,دامنه,damane,dɑmaneː,d-ɑ-m-a-n-eː
518,519,ذره,zare,zareː,z-a-r-eː
519,520,رایحه,rayehe,rɑjeheː,r-ɑ-j-e-h-eː
520,521,رویه,roye,raviːjeː,r-a-v-iː-j-eː
521,522,شیوع,shio,ʃojuʔ,ʃ-o-j-u-ʔ
522,523,فاز,faz,fɑz,f-ɑ-z
523,524,هسته,haste,hasteː,h-a-s-t-eː
524,525,چای,chai,tʃɑj,tʃ-ɑ-j
525,526,مداد,medad,medɑd,m-e-d-ɑ-d
526,527,تاکسی,taxi,tɑksi,t-ɑ-k-s-i
527,528,توپ,toop,tuːp,t-uː-p
528,529,پسته,peste,pesteː,p-e-s-t-eː
529,530,آسمان,aseman,ɑsemɑn,ɑ-s-e-m-ɑ-n
530,531,آشتی,ashti,ɑʃti,ɑ-ʃ-t-i
531,532,آفرین,afarin,ɑfarin,ɑ-f-a-r-i-n
532,533,آموزشگاه,amoozeshgah,ɑmuzeʃɡɑh,ɑ-m-u-z-e-ʃ-ɡ-ɑ-h
533,534,آهن,ahan,ɑhan,ɑ-h-a-n
534,535,آینه,ayene,ɑjeneː,ɑ-j-e-n-eː
535,536,ابر,abr,aːbr,aː-b-r
536,537,اتو,otoo,otuː,o-t-uː
537,538,اخبار,akhbar,aːxbɑr,aː-x-b-ɑ-r
538,539,اسفند,esfand,esfand,e-s-f-a-n-d
539,540,بازو,bazoo,bɑzu,b-ɑ-z-u
540,541,انگشت,angosht,anɡoʃt,a-n-ɡ-o-ʃ-t
541,542,سگ,sag,saɡ,s-a-ɡ
542,543,رایگان,raygan,rɑjɡɑn,r-ɑ-j-ɡ-ɑ-n
543,544,رئیس,raees,raiːs,r-a-iː-s
544,545,دستمال,dastamal,dastmɑl,d-a-s-t-m-ɑ-l
545,546,خانواده,khanevade,xɑnevɑdeː,x-ɑ-n-e-v-ɑ-d-eː
546,547,حامله,hameleh,hɑmeleː,h-ɑ-m-e-l-eː
547,548,استخوان,ostokhan,ostoxɑn,o-s-t-o-x-ɑ-n
548,549,انگشتر,angoshtar,anɡoʃtar,a-n-ɡ-o-ʃ-t-a-r
549,550,آشپز,ashpaz,ɑʃpaz,ɑ-ʃ-p-a-z
550,551,بدن,badan,badan,b-a-d-a-n
551,552,بشقاب,boshghab,boʃq1ɑb,b-o-ʃ-q-1-ɑ-b
552,553,بیمارستان,bimarestan,bimɑrestɑn,b-i-m-ɑ-r-e-s-t-ɑ-n
553,554,پارک,park,pɑrk,p-ɑ-r-k
554,555,پروانه,parvane,parvɑneː,p-a-r-v-ɑ-n-eː
555,556,تفریح,tafrih,tafrih,t-a-f-r-i-h
556,557,تمرین,tamrin,tamrin,t-a-m-r-i-n
557,558,رفیق,rafigh,rafiq1,r-a-f-i-q-1
558,559,شک,shak,ʃak,ʃ-a-k
559,560,شکر,shokr,ʃekar,ʃ-e-k-a-r
560,561,شکم,shekam,ʃekam,ʃ-e-k-a-m
561,562,شلوار,shalvar,ʃalvɑr,ʃ-a-l-v-ɑ-r
562,563,صبحانه,sobhane,sobhɑneː,s-o-b-h-ɑ-n-eː
563,564,صندلی,sandali,sandali,s-a-n-d-a-l-i
564,565,طعم,taam,taʔm,t-a-ʔ-m
565,566,ظهر,zohr,zohr,z-o-h-r
566,567,سماور,samaavar,samɑvar,s-a-m-ɑ-v-a-r
567,568,سینما,sinema,sinamɑ,s-i-n-a-m-ɑ
568,569,عطسه,atse,aːtseː,aː-t-s-eː
569,570,عینک,eynak,ejnak,e-j-n-a-k
570,571,قاشق,ghashogh,q1ɑʃoq1,q-1-ɑ-ʃ-o-q-1
571,572,کاغد,kaghaz,kɑq1ed,k-ɑ-q-1-e-d
572,573,لیوان,livan,livɑn,l-i-v-ɑ-n
573,574,ویژه,vizhe,viʒeː,v-i-ʒ-eː
574,575,آزمایش,azmayesh,ʔɑzmɑjeʃ,ʔ-ɑ-z-m-ɑ-j-e-ʃ
575,576,آزمایشگاه,azmayeshghah,ʔɑzmɑjeʃɡɑh,ʔ-ɑ-z-m-ɑ-j-e-ʃ-ɡ-ɑ-h
576,577,اسکان,eskan,eskɑn,e-s-k-ɑ-n
577,578,افتضاح,eftezah,eftezɑh,e-f-t-e-z-ɑ-h
578,579,اقتصاد,eghtesad,eq1tesɑd,e-q-1-t-e-s-ɑ-d
579,580,بیکار,bikar,bikɑr,b-i-k-ɑ-r
580,581,پالتو,paltoo,pɑlto,p-ɑ-l-t-o
581,582,حسن,hasan,hasan,h-a-s-a-n
582,583,حیوان,heyvan,hejvɑn,h-e-j-v-ɑ-n
583,584,خشک,khoshk,xoʃk,x-o-ʃ-k
584,585,خلاصه,kholase,xolɑseː,x-o-l-ɑ-s-eː
585,586,دوغ,doogh,duːq1,d-uː-q-1
586,587,زرد,zard,zard,z-a-r-d
587,588,زنده,zende,zendeː,z-e-n-d-eː
588,589,ریش,rish,riʃ,r-i-ʃ
589,590,رژیم,rezhim,reʒim,r-e-ʒ-i-m
590,591,سوراخ,soorakh,suːrɑx,s-uː-r-ɑ-x
591,592,سیاست,siasat,sijɑsat,s-i-j-ɑ-s-a-t
592,593,سیر,sir,sir,s-i-r
593,594,شب نشینی,shab neshini,ʃab neʃini,ʃ-a-b_n-e-ʃ-i-n-i
594,595,شبکه,shabake,ʃabakeː,ʃ-a-b-a-k-eː
595,596,شرم,sharm,ʃarm,ʃ-a-r-m
596,597,شیرینی,shirini,ʃirini,ʃ-i-r-i-n-i
597,598,طبقه,tabaghe,tabaq1eː,t-a-b-a-q-1-eː
598,599,عاقل,aghel,ɑq1el,ɑ-q-1-e-l
599,600,عالم,alem,ɑlam,ɑ-l-a-m
600,601,عشق,eshgh,eːʃq1,eː-ʃ-q-1
601,602,عزیز,aziz,aːziz,aː-z-i-z
602,603,عطر,atr,aːtr,aː-t-r
603,604,غیرقانونی,gheyre ghanooni,q1ejreq1ɑnuːni,q-1-e-j-r-e-q-1-ɑ-n-uː-n-i
604,605,فارغ‌التحصیل,fareghol tahsil,fɑreq1ottahsil,f-ɑ-r-e-q-1-o-t-t-a-h-s-i-l
605,606,فحش,fohsh,fohʃ,f-o-h-ʃ
606,607,قسم,ghasam,q1asam,q-1-a-s-a-m
607,608,کاربر,karbar,kɑrbar,k-ɑ-r-b-a-r
608,609,قاب,ghab,q1ɑb,q-1-ɑ-b
609,610,کاسه,kase,kɑseː,k-ɑ-s-eː
610,611,کاکائو,kakao,kɑkɑʔuː,k-ɑ-k-ɑ-ʔ-uː
611,612,گریه,gerye,ɡerjeː,ɡ-e-r-j-eː
612,613,کارت,kart,kɑrt,k-ɑ-r-t
613,614,گشاد,goshad,ɡoʃɑd,ɡ-o-ʃ-ɑ-d
614,615,مترو,metro,metro,m-e-t-r-o
615,616,گربه,gorbe,ɡorbeː,ɡ-o-r-b-eː
616,617,ورزشگاه,varzeshgah,varzeʃɡɑh,v-a-r-z-e-ʃ-ɡ-ɑ-h
617,618,آب پز,ab paz,ɑb paz,ɑ-b_p-a-z
618,619,آشوب,ashoob,ɑʃuːb,ɑ-ʃ-uː-b
619,620,آهنگساز,ahangsaz,ɑhanɡsɑz,ɑ-h-a-n-ɡ-s-ɑ-z
620,621,آیین نامه,ayin name,ɑiːn nɑmeː,ɑ-iː-n_n-ɑ-m-eː
621,622,اثاث,asas,aːsɑs,aː-s-ɑ-s
622,623,باجناق,bajenagh,bɑdʒnɑq1,b-ɑ-dʒ-n-ɑ-q-1
623,624,برنامه,barname,barnɑmeː,b-a-r-n-ɑ-m-eː
624,625,پشم,pashm,paʃm,p-a-ʃ-m
625,626,پیچ,pich,pitʃ,p-i-tʃ
626,627,ترشی,torshi,torʃi,t-o-r-ʃ-i
627,628,جوش,joosh,dʒuːʃ,dʒ-uː-ʃ
628,629,جیغ,jigh,dʒiq1,dʒ-i-q-1
629,630,حراج,haraj,harɑdʒ,h-a-r-ɑ-dʒ
630,631,خروس,khoros,xoruːs,x-o-r-uː-s
631,632,دانشمند,daneshmand,dɑneʃmand,d-ɑ-n-e-ʃ-m-a-n-d
632,633,ذوق,zoogh,zoq1,z-o-q-1
633,634,راستگو,rastgoo,rɑstɡu,r-ɑ-s-t-ɡ-u
634,635,راکد,raaked,rɑked,r-ɑ-k-e-d
635,636,رشته,reshte,reʃteː,r-e-ʃ-t-eː
636,637,رقم,ragham,raq1am,r-a-q-1-a-m
637,638,رودخانه,roodkhane,rudxɑneː,r-u-d-x-ɑ-n-eː
638,639,روشن فکر,roshanfekr,roʃan fekr,r-o-ʃ-a-n_f-e-k-r
639,640,رويا,rooya,rojɑ,r-o-j-ɑ
640,641,رزق,rezgh,rezq1,r-e-z-q-1
641,642,ستاره,setare,setɑre,s-e-t-ɑ-r-e
642,643,شارژ,sharzh,ʃɑrʒ,ʃ-ɑ-r-ʒ
643,644,شاهد,shahed,ʃɑhed,ʃ-ɑ-h-e-d
644,645,شرق,shargh,ʃarq1,ʃ-a-r-q-1
645,646,شهرداری,shahrdari,ʃahrdɑri,ʃ-a-h-r-d-ɑ-r-i
646,647,شرکت,sherkat,ʃerkat,ʃ-e-r-k-a-t
647,648,صبور,saboor,sabur,s-a-b-u-r
648,649,صدقه,sadaghe,sadaq1eː,s-a-d-a-q-1-eː
649,650,عابر,aber,ɑber,ɑ-b-e-r
650,651,عبادت,ebadat,ʔebɑdat,ʔ-e-b-ɑ-d-a-t
651,652,عجول,ajool,adʒul,a-dʒ-u-l
652,653,غم,gham,q1am,q-1-a-m
653,654,فاسد,fased,fɑsed,f-ɑ-s-e-d
654,655,فارغ,faregh ,fɑreq1,f-ɑ-r-e-q-1
655,656,فایده,fayede,fɑjedeː,f-ɑ-j-e-d-eː
656,657,غرور,ghoror,q1oruːr,q-1-o-r-uː-r
657,658,قانون,ghanoon,q1ɑnuːn,q-1-ɑ-n-uː-n
658,659,قران,ghoran,q1erɑn,q-1-e-r-ɑ-n
659,660,کاپشن,kapshan,kɑpʃen,k-ɑ-p-ʃ-e-n
660,661,کادر,kadr,kɑdr,k-ɑ-d-r
661,662,کارد,kard,kɑrd,k-ɑ-r-d
662,663,کارفرما,karfarma,kɑrfarmɑ,k-ɑ-r-f-a-r-m-ɑ
663,664,کباب,kabab,kabɑb,k-a-b-ɑ-b
664,665,کتابخانه,ketabkhane,ketɑbxɑne,k-e-t-ɑ-b-x-ɑ-n-e
665,666,کافیین,kafeiin,kɑfeiːn,k-ɑ-f-e-iː-n
666,667,کیک,keyk,kejk,k-e-j-k
667,668,گرد,gerd,ɡard,ɡ-a-r-d
668,669,گروه,goroh,ɡoruːh,ɡ-o-r-uː-h
669,670,گل,gol,ɡol,ɡ-o-l
670,671,گوشت,gosht,ɡuʃt,ɡ-u-ʃ-t
671,672,مایع,maaye,mɑjeʔ,m-ɑ-j-e-ʔ
672,673,متر,metro,metr,m-e-t-r
673,674,مزاحم,mozahem,mozɑhem,m-o-z-ɑ-h-e-m
674,675,مات,maat,mɑt,m-ɑ-t
675,676,ناظم,nazem,nɑzem,n-ɑ-z-e-m
676,677,نقد,naghd,naq1d,n-a-q-1-d
677,678,ارادتمند,eradtmand,erɑdatmand,e-r-ɑ-d-a-t-m-a-n-d
678,679,باجه,baje ,bɑdʒeː,b-ɑ-dʒ-eː
679,680,تحقیر,tahghir,tahq1ir,t-a-h-q-1-i-r
680,681,تسبیح,tasbih,tasbih,t-a-s-b-i-h
681,682,تسلط,tasalot,tasallot,t-a-s-a-l-l-o-t
682,683,تکذیب,takzib,takzib,t-a-k-z-i-b
683,684,تهمت,tohmat,tohmat,t-o-h-m-a-t
684,685,توقع,tabvagho,tavaq1q1oʔ,t-a-v-a-q-1-q-1-o-ʔ
685,686,خداوند,khodavand,xodɑvand,x-o-d-ɑ-v-a-n-d
686,687,خز,khaz,xaz,x-a-z
687,688,دادگاه,dadgah,dɑdɡɑh,d-ɑ-d-ɡ-ɑ-h
688,689,راهنما,rahnama,rɑhnamɑ,r-ɑ-h-n-a-m-ɑ
689,690,رزمی,razmi,razmi,r-a-z-m-i
690,691,زحمت دادن,zahmat dadan,zahmat dɑdan,z-a-h-m-a-t_d-ɑ-d-a-n
691,692,زندان,zendan,zendɑn,z-e-n-d-ɑ-n
692,693,زیرزمین,zirzamin,zirzamin,z-i-r-z-a-m-i-n
693,694,سرطان,saratan,saratɑn,s-a-r-a-t-ɑ-n
694,695,سرقت,serghat,serq1at,s-e-r-q-1-a-t
695,696,سیلی,sili,sejli,s-e-j-l-i
696,697,شرافت,sherafat,ʃerɑfat,ʃ-e-r-ɑ-f-a-t
697,698,شعله,shole,ʃoʔleː,ʃ-o-ʔ-l-eː
698,699,عدالت,edalat,edɑlat,e-d-ɑ-l-a-t
699,700,عضلات,azolat,azolɑt,a-z-o-l-ɑ-t
700,701,غریبه,gharibe,q1aribeː,q-1-a-r-i-b-eː
701,702,فاصله,dfasele,fɑseleː,f-ɑ-s-e-l-eː
702,703,قالیچه,ghaliche,q1ɑlitʃe,q-1-ɑ-l-i-tʃ-e
703,704,قضاوت,ghezavat,q1ezɑvat,q-1-e-z-ɑ-v-a-t
704,705,کاج,kaj,kɑdʒ,k-ɑ-dʒ
705,706,کارساز,kar saz,kɑrsɑz,k-ɑ-r-s-ɑ-z
706,707,کاشت,kasht,kɑʃt,k-ɑ-ʃ-t
707,708,کارتن,karton,kɑrtan,k-ɑ-r-t-a-n
708,709,کشاورز,keshavarz,keʃɑvarz,k-e-ʃ-ɑ-v-a-r-z
709,710,کیفیت,keyfiat,kejfiːjat,k-e-j-f-iː-j-a-t
710,711,گردن بند,gardan band,ɡardan band,ɡ-a-r-d-a-n_b-a-n-d
711,712,لج,laj,ladʒ,l-a-dʒ
712,713,مادر,madar,mɑdar,m-ɑ-d-a-r
713,714,مبل,mobl,mobl,m-o-b-l
714,715,مترجم,motarjem,motardʒem,m-o-t-a-r-dʒ-e-m
715,716,مذهب,mazhab,mazhab,m-a-z-h-a-b
716,717,ابداع,ebda,ebdɑʔ,e-b-d-ɑ-ʔ
717,718,استعلام,estelam,esteʔlɑm,e-s-t-e-ʔ-l-ɑ-m
718,719,استعمار,estemar,esteʔmɑr,e-s-t-e-ʔ-m-ɑ-r
719,720,پارازیت,parazit,pɑrɑzit,p-ɑ-r-ɑ-z-i-t
720,721,پرتاب,partab,partɑb,p-a-r-t-ɑ-b
721,722,تحسین,tahsin,tahsin,t-a-h-s-i-n
722,723,تست,test,test,t-e-s-t
723,724,تکامل,takamol,takɑmol,t-a-k-ɑ-m-o-l
724,725,تنفر,tanafor,tanaffor,t-a-n-a-f-f-o-r
725,726,توفان,toofan,tuːfɑn,t-uː-f-ɑ-n
726,727,جادو,jado,dʒɑdu,dʒ-ɑ-d-u
727,728,جانور,janevar,dʒɑnevar,dʒ-ɑ-n-e-v-a-r
728,729,جایگاه,jaygah,dʒɑjɡɑh,dʒ-ɑ-j-ɡ-ɑ-h
729,730,رایج,rayej,rɑjedʒ,r-ɑ-j-e-dʒ
730,731,رستگاری,rastegari,rastɡɑri,r-a-s-t-ɡ-ɑ-r-i
731,732,رعایت,reayat,raʔɑjat,r-a-ʔ-ɑ-j-a-t
732,733,روده,roode,rudeː,r-u-d-eː
733,734,رویداد,roydad,rujdɑd,r-u-j-d-ɑ-d
734,735,زباله,zobale,zobɑleː,z-o-b-ɑ-l-eː
735,736,شاگرد,shagerd,ʃɑɡerd,ʃ-ɑ-ɡ-e-r-d
736,737,شجاعت,shojaat,ʃodʒɑɑat,ʃ-o-dʒ-ɑ-ɑ-a-t
737,738,شناور,sehenavar,ʃenɑvar,ʃ-e-n-ɑ-v-a-r
738,739,عربده,arbade,aːrbadeː,aː-r-b-a-d-eː
739,740,غنیمت,ghanimat,q1animat,q-1-a-n-i-m-a-t
740,741,قاعده,ghaede,q1ɑʔedeː,q-1-ɑ-ʔ-e-d-eː
741,742,لابد,labod,lɑbod,l-ɑ-b-o-d
742,743,لیز,liz,liz,l-i-z
743,744,ناباب,nabab,nɑbɑb,n-ɑ-b-ɑ-b
744,745,نردبان,nardeban,nardebɑn,n-a-r-d-e-b-ɑ-n
745,746,وارث,vares,vɑres,v-ɑ-r-e-s
746,747,آلودن,aloodan,ɑluːdan,ɑ-l-uː-d-a-n
747,748,آماتور,amatoor,ɑmɑtor,ɑ-m-ɑ-t-o-r
748,749,انقراض,engheraz,enq1erɑz,e-n-q-1-e-r-ɑ-z
749,750,بام,bam,bɑm,b-ɑ-m
750,751,ذاتی,zati,zɑti,z-ɑ-t-i
751,752,راز و نیاز,razo niaz,rɑz va nijɑz,r-ɑ-z_v-a_n-i-j-ɑ-z
752,753,رهبر,rahbar,rahbar,r-a-h-b-a-r
753,754,زیست,zist,zist,z-i-s-t
754,755,سر افکندگی,sar afkandegi,sar aːfkandeɡi,s-a-r_aː-f-k-a-n-d-e-ɡ-i
755,756,سطل,satl,satl,s-a-t-l
756,757,عرصه,arse,aːrseː,aː-r-s-eː
757,758,عرض,arz,aːrz,aː-r-z
758,759,غیب,gheyb,q1ejb,q-1-e-j-b
759,760,فاضلاب,fazelab,fɑzelɑb,f-ɑ-z-e-l-ɑ-b
760,761,فراز,faraz,farɑz,f-a-r-ɑ-z
761,762,فرسوده,farsoode,farsuːdeː,f-a-r-s-uː-d-eː
762,763,قابلیت,ghabeliat,q1ɑbeliːjat,q-1-ɑ-b-e-l-iː-j-a-t
763,764,قالب,ghaleb,q1ɑleb,q-1-ɑ-l-e-b
764,765,کچل,kachal,katʃal,k-a-tʃ-a-l
765,766,گارد,gard ,ɡɑrd,ɡ-ɑ-r-d
766,767,لخت,lokht,laxt,l-a-x-t
767,768,ماده,made,mɑdeː,m-ɑ-d-eː
768,769,مجرم,mojrem,modʒrem,m-o-dʒ-r-e-m
769,770,مصیبت,mosibat,mosibat,m-o-s-i-b-a-t
770,771,نابغه,nabeghe,nɑbeq1eː,n-ɑ-b-e-q-1-eː
771,772,تونل,toonel,tunel,t-u-n-e-l
772,773,جاودان,javdan,dʒɑvedɑn,dʒ-ɑ-v-e-d-ɑ-n
773,774,جسارت,jesarat,dʒesɑrat,dʒ-e-s-ɑ-r-a-t
774,775,حرمت,hormat,hormat,h-o-r-m-a-t
775,776,ذره بین,zarebin,zareː bejn,z-a-r-eː_b-e-j-n
776,777,رغبت,reghbat,req1bat,r-e-q-1-b-a-t
777,778,رم,rom,ram,r-a-m
778,779,ذائقه,zaeghe,zɑʔeq1eː,z-ɑ-ʔ-e-q-1-eː
779,780,سرکش,sarkesh,sarkeʃ,s-a-r-k-e-ʃ
780,781,سرنوشت,sarnevesht,sarneveʃt,s-a-r-n-e-v-e-ʃ-t
781,782,سقوط کردن,soghot kardan,soq1uːt kardan,s-o-q-1-uː-t_k-a-r-d-a-n
782,783,شاخ درآوردن,shakh daravardan,ʃɑx darɑvardan,ʃ-ɑ-x_d-a-r-ɑ-v-a-r-d-a-n
783,784,طاقت,taghat,tɑq1at,t-ɑ-q-1-a-t
